1065000 ,37.787175,-122.449908
880000 ,37.7823282,-122.4513256
665000 ,37.7774314,-122.3937066
450000 ,37.779781,-122.439062
290000 ,37.7093338,-122.4255863
16600000 ,37.7829832,-122.4078825
725000 ,37.775459,-122.402387
1525501 ,37.7857859,-122.3921118
1835000 ,37.7905055,-122.3962516
480000 ,37.73598,-122.39557
1335000 ,37.7927686,-122.4312581
547112 ,37.7380491,-122.4117148
969000 ,37.7932119,-122.423746
1025000 ,37.792757,-122.416471
1100000 ,37.7875352,-122.4011493
685000 ,37.7887169,-122.418436
660000 ,37.77393,-122.396241
879000 ,37.771588,-122.388536
760000 ,37.77393,-122.396241
725000 ,37.761238,-122.468591
285500 ,37.7252773,-122.395194
655000 ,37.782245,-122.457454
2070000 ,37.7905055,-122.3962516
1120000 ,37.7857859,-122.3921118
660000 ,37.7638567,-122.4032332
1530000 ,37.758103,-122.431874
760000 ,37.7782409,-122.3932237
1002670 ,37.7905055,-122.3962516
395000 ,37.712045,-122.458263
290000 ,37.7098446,-122.4678576
650000 ,37.735635,-122.414426
780000 ,37.7831837,-122.4076941
2200000 ,37.777822,-122.468677
575000 ,37.754807,-122.485858
1500000 ,37.7905055,-122.3962516
1112500 ,37.7928988,-122.3913067
734500 ,37.7811736,-122.4209028
790000 ,37.77393,-122.396241
330000 ,37.7103597,-122.4685611
999000 ,37.7948453,-122.4218213
261000 ,37.7102501,-122.4674941
720000 ,37.7905055,-122.3962516
926000 ,37.7711438,-122.389123
825000 ,37.779478,-122.454419
3000000 ,37.7952374,-122.4032456
1475000 ,37.782646,-122.390388
450000 ,37.726678,-122.403469
803000 ,37.778033,-122.442156
542000 ,37.783404,-122.445419
995000 ,37.7905055,-122.3962516
705000 ,37.7774314,-122.3937066
380000 ,37.7839787,-122.4227088
780000 ,37.7857937,-122.4246689
1190000 ,37.8015258,-122.4278475
2735000 ,37.786212,-122.404303
1575000 ,37.746872,-122.423344
275000 ,37.7104999,-122.4677749
908000 ,37.754226,-122.429592
1570000 ,37.7642402,-122.4467816
460000 ,37.7141203,-122.3984968
231255 ,37.7272102,-122.3956769
640000 ,37.7914007,-122.4168123
860000 ,37.7603054,-122.3914085
1380000 ,37.7712178,-122.3879252
1575000 ,37.7907302,-122.4029934
708500 ,37.773487,-122.448186
940000 ,37.77194,-122.43583
435000 ,37.74544,-122.441466
859000 ,37.7682935,-122.4218756
849000 ,37.7452991,-122.4270777
2700000 ,37.7905055,-122.3962516
899000 ,37.7603054,-122.3914085
770000 ,37.7441229,-122.4309578
1010000 ,37.803905,-122.443333
280000 ,37.7098446,-122.4678576
1030000 ,37.7959467,-122.4135505
916000 ,37.7712178,-122.3879252
440000 ,37.7849709,-122.4242992
540000 ,37.781691,-122.465735
1200000 ,37.778621,-122.3918058
1245000 ,37.7986359,-122.4132054
860000 ,37.753011,-122.419338
625000 ,37.7638567,-122.4032332
92500 ,37.7825849,-122.3904028
935000 ,37.7711438,-122.389123
1050000 ,37.740836,-122.4195241
850000 ,37.7449875,-122.416491
635000 ,37.7735294,-122.4388653
620000 ,37.7774314,-122.3937066
860000 ,37.7365969,-122.4289013
650000 ,37.744796,-122.413641
1369000 ,37.7922575,-122.4159649
867000 ,37.7711438,-122.389123
1575000 ,37.802366,-122.420561
730000 ,37.7601821,-122.3909801
975000 ,37.7948453,-122.4218213
16600000 ,37.7829832,-122.4078825
842900 ,37.7711438,-122.389123
231255 ,37.7272102,-122.3956769
861000 ,37.7948453,-122.4218213
741750 ,37.7603054,-122.3914085
802500 ,37.7859296,-122.474587
744405 ,37.7601821,-122.3909801
910000 ,37.7741832,-122.3947556
811000 ,37.7782409,-122.3932237
1128000 ,37.7712178,-122.3879252
1148000 ,37.7716277,-122.3874442
16600000 ,37.7829832,-122.4078825
878000 ,37.7712178,-122.3879252
905000 ,37.7711438,-122.389123
590000 ,37.7736704,-122.466428
820000 ,37.7614,-122.436492
850000 ,37.753378,-122.442187
1530000 ,37.758926,-122.432265
1590000 ,37.797266,-122.430172
425500 ,37.7640027,-122.4179591
939000 ,37.7905055,-122.3962516
650000 ,37.751404,-122.409445
679000 ,37.763907,-122.420719
310000 ,37.7358417,-122.3983415
615000 ,37.77393,-122.396241
630000 ,37.7782409,-122.3932237
754000 ,37.7509464,-122.4208473
740000 ,37.7640148,-122.4639927
345000 ,37.717343,-122.39733
849000 ,37.7712178,-122.3879252
610000 ,37.77394,-122.4482501
735000 ,37.776381,-122.44569
208000 ,37.7749295,-122.4194155
950000 ,37.7599728,-122.3904261
910000 ,37.803306,-122.4077621
720000 ,37.7735294,-122.4388653
370000 ,37.717532,-122.450003
1300000 ,37.777822,-122.468677
916000 ,37.7711438,-122.389123
959330 ,37.7712178,-122.3879252
844000 ,37.763098,-122.4282424
955000 ,37.791373,-122.445322
1900000 ,37.7857859,-122.3921118
810000 ,37.7635244,-122.4630347
450000 ,37.783536,-122.4213926
1267000 ,37.7711438,-122.389123
450000 ,37.7753949,-122.4273886
945000 ,37.7939575,-122.4210895
459000 ,37.729316,-122.450562
1122100 ,37.7932119,-122.423746
1189000 ,37.7857859,-122.3921118
710000 ,37.7788114,-122.3913711
550000 ,37.7774314,-122.3937066
1488000 ,37.791223,-122.435135
645000 ,37.746074,-122.405524
712000 ,37.7421548,-122.4145712
570000 ,37.7438251,-122.422272
980000 ,37.7948453,-122.4218213
825000 ,37.7874212,-122.3890034
4750000 ,37.786212,-122.404303
1055000 ,37.744017,-122.424846
715000 ,37.7814666,-122.4015577
1880000 ,37.7905055,-122.3962516
960000 ,37.737565,-122.4731946
1150000 ,37.805426,-122.424814
231481 ,37.7272102,-122.3956769
680000 ,37.783203,-122.4205684
660000 ,37.734058,-122.440357
1250000 ,37.7905055,-122.3962516
970000 ,37.7675562,-122.4279795
800000 ,37.784058,-122.459872
799000 ,37.7834748,-122.3988968
482000 ,37.753738,-122.3930308
5100000 ,37.7860859,-122.4043063
725000 ,37.7859942,-122.48533
449000 ,37.7464497,-122.4404387
119000 ,37.8015,-122.427674
525000 ,37.7371591,-122.4117921
845000 ,37.794491,-122.427977
945000 ,37.744017,-122.424846
930000 ,37.7748669,-122.3941757
1050000 ,37.767842,-122.422709
275000 ,37.7352165,-122.4226823
445000 ,37.7779458,-122.4054199
850000 ,37.7794539,-122.3966763
855000 ,37.7948453,-122.4218213
1275000 ,37.7857859,-122.3921118
927000 ,37.800064,-122.42468
554100 ,37.7749295,-122.4194155
605000 ,37.7640027,-122.4179591
188000 ,37.710971,-122.404376
935000 ,37.781016,-122.39507
825000 ,37.7862361,-122.3890738
735000 ,37.7711438,-122.389123
926000 ,37.7712178,-122.3879252
1595000 ,37.7905055,-122.3962516
1400000 ,37.7783219,-122.3961115
1230000 ,37.797573,-122.3982752
1450000 ,37.7881762,-122.3925217
1025000 ,37.7862361,-122.3890738
850000 ,37.776538,-122.43883
1010000 ,37.7905055,-122.3962516
1052000 ,37.7712178,-122.3879252
555000 ,37.7632577,-122.4943203
1195000 ,37.797573,-122.3982752
665000 ,37.7782409,-122.3932237
936000 ,37.7711438,-122.389123
708000 ,37.7774314,-122.3937066
1850000 ,37.7905055,-122.3962516
1725000 ,37.8030606,-122.421044
980000 ,37.7905055,-122.3962516
780000 ,37.7603054,-122.3914085
938000 ,37.771588,-122.388536
815000 ,37.743392,-122.423962
775000 ,37.774733,-122.401501
936000 ,37.7712178,-122.3879252
625000 ,37.7734904,-122.439182
790000 ,37.773487,-122.448186
659000 ,37.7711438,-122.389123
1430000 ,37.761537,-122.437592
1030000 ,37.776395,-122.455627
820000 ,37.7788114,-122.3913711
